"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045600","BP","GO:0045600","positive regulation of fat cell differentiation",72,-0.562607166808411,-1.49854016216706,0.0089126559714795,0.0089126559714795,0.230302248491103,8811,"tags=36%, list=11%, signal=32%","SFRP1/WIF1/AXIN2/AKT1/ZFP36/ID2/ZC3H12A/STK4/RREB1/FFAR4/ZBTB7C/SULT1E1/SOX13/MAPK14/LPL/NOCT/CMKLR1/TMEM64/PIM1/ZBTB16/KLF5/ZBTB7B/PTGS2/LMO3/CEBPB/PPARG"
"GO:0106435","MF","GO:0106435","carboxylesterase activity",7,-0.851231578288308,-1.49863359700827,0.0193798449612403,0.0193798449612403,0.317029826310274,7494,"tags=86%, list=10%, signal=78%","CES2/CES3/CES5A/ALDH2/CES1/TNFAIP6"
"GO:1900037","BP","GO:1900037","regulation of cellular response to hypoxia",24,-0.688594584686482,-1.49865739389096,0.0228136882129278,0.0228136882129278,0.348517526195013,10839,"tags=42%, list=14%, signal=36%","USP19/PINK1/TMBIM6/STAT3/KCNK2/HYOU1/ENO1/EPHA4/DDAH1/PIK3CB"
"GO:0031638","BP","GO:0031638","zymogen activation",57,-0.589138870214599,-1.49877417002266,0.0123456790123457,0.0123456790123457,0.260959006393545,5626,"tags=25%, list=7%, signal=23%","SERPINE2/FURIN/ANXA2P2/C1RL/ENO1/CTSH/THBS1/FCN2/S100A10/F12/CTSZ/FCN1/DHCR24/CFD"
"GO:0006784","BP","GO:0006784","heme A biosynthetic process",10,-0.797970834668771,-1.49894981556971,0.0308285163776493,0.0308285163776493,0.398718411149599,13981,"tags=80%, list=18%, signal=66%","COX10/HMBS/PPOX/CPOX/UROD/ALAD/FECH/ALAS1"
"GO:0046160","BP","GO:0046160","heme a metabolic process",10,-0.797970834668771,-1.49894981556971,0.0308285163776493,0.0308285163776493,0.398718411149599,13981,"tags=80%, list=18%, signal=66%","COX10/HMBS/PPOX/CPOX/UROD/ALAD/FECH/ALAS1"
"GO:0072310","BP","GO:0072310","glomerular epithelial cell development",13,-0.761813249015067,-1.49930854001463,0.0321969696969697,0.0321969696969697,0.402669170060588,10294,"tags=62%, list=13%, signal=53%","NPHS2/AMPD2/MAGI2/MYO1E/FOXJ1/NOTCH2/JAG1/LAMB2"
"GO:0004939","MF","GO:0004939","beta-adrenergic receptor activity",4,-0.945317660158353,-1.49937494209641,0.00404040404040404,0.00404040404040404,0.160061400112748,1839,"tags=50%, list=2%, signal=49%","ADRB1/GPR88"
"GO:0032911","BP","GO:0032911","negative regulation of transforming growth factor beta1 production",6,-0.875387346541845,-1.49937644444426,0.0159680638722555,0.0159680638722555,0.292979907516017,5091,"tags=67%, list=6%, signal=62%","FURIN/GATA6/LAPTM4B/TYROBP"
"GO:0120054","BP","GO:0120054","intestinal motility",3,-0.968498612954779,-1.49972171757537,0.0040650406504065,0.0040650406504065,0.160061400112748,393,"tags=67%, list=1%, signal=66%","GHRL/GHSR"
"GO:0055117","BP","GO:0055117","regulation of cardiac muscle contraction",87,-0.555455604327303,-1.49975459337084,0.00177619893428064,0.00177619893428064,0.146567851847429,9156,"tags=34%, list=12%, signal=30%","HCN4/CASQ2/TMEM38B/MYBPC3/PDE4D/SLC9A1/SRI/ZC3H12A/ASPH/GSTM2/KCNQ1/FKBP1C/CHGA/DSP/KCNJ2/RNF207/SLC8A1/GSTO1/TMEM38A/SCN5A/CACNA1C/PKP2/DSG2/TNNI3/ACE2/ATP1B1/FKBP1B/FGF13/DSC2/CAV1"
"GO:0061737","BP","GO:0061737","leukotriene signaling pathway",5,-0.90799769877334,-1.50006273609806,0.00597609561752988,0.00597609561752988,0.192440232959983,55,"tags=40%, list=0%, signal=40%","LTB4R/CYSLTR2"
"GO:2000192","BP","GO:2000192","negative regulation of fatty acid transport",8,-0.828091870430969,-1.50009398532358,0.0290135396518375,0.0290135396518375,0.388112933847875,9830,"tags=62%, list=13%, signal=55%","ACSL4/AKT1/IRS2/THBS1/CYP4F2"
"GO:0005415","MF","GO:0005415","nucleoside:sodium symporter activity",4,-0.945812689439323,-1.50016011149583,0.00404040404040404,0.00404040404040404,0.160061400112748,1555,"tags=75%, list=2%, signal=74%","SLC28A1/SLC29A1/SLC28A3"
"GO:0015389","MF","GO:0015389","pyrimidine- and adenosine-specific:sodium symporter activity",4,-0.945812689439323,-1.50016011149583,0.00404040404040404,0.00404040404040404,0.160061400112748,1555,"tags=75%, list=2%, signal=74%","SLC28A1/SLC29A1/SLC28A3"
"GO:0015391","MF","GO:0015391","nucleobase:monoatomic cation symporter activity",4,-0.945812689439323,-1.50016011149583,0.00404040404040404,0.00404040404040404,0.160061400112748,1555,"tags=75%, list=2%, signal=74%","SLC28A1/SLC29A1/SLC28A3"
"GO:0002541","BP","GO:0002541","activation of plasma proteins involved in acute inflammatory response",3,-0.968901451522267,-1.50034551376904,0.0040650406504065,0.0040650406504065,0.160061400112748,1220,"tags=67%, list=2%, signal=66%","F12/F3"
"GO:0032958","BP","GO:0032958","inositol phosphate biosynthetic process",26,-0.677324437757167,-1.50045131086914,0.0241635687732342,0.0241635687732342,0.359789386308231,11116,"tags=46%, list=14%, signal=40%","PRKG1/IPMK/ITPKA/NTSR1/SCP2/PLEK/ITPKB/P2RY1/P2RY6/PTAFR/CD244/AVPR1B"
"GO:0045629","BP","GO:0045629","negative regulation of T-helper 2 cell differentiation",5,-0.908256981781022,-1.50049108605804,0.00398406374501992,0.00398406374501992,0.160061400112748,6054,"tags=80%, list=8%, signal=74%","HLX/BCL6/SOCS5/ASCL2"
"GO:0098911","BP","GO:0098911","regulation of ventricular cardiac muscle cell action potential",12,-0.774496259536205,-1.50065488139083,0.0400763358778626,0.0400763358778626,0.43794988699175,3755,"tags=50%, list=5%, signal=48%","DSP/CACNA1C/PKP2/DSG2/DSC2/CAV1"
"GO:0004180","MF","GO:0004180","carboxypeptidase activity",49,-0.603018654387299,-1.50094555220268,0.0212014134275618,0.0212014134275618,0.337133946581594,4261,"tags=37%, list=5%, signal=35%","CPA1/VASH1/CPD/CPA4/AGTPBP1/ACE/CPA5/MATCAP2/PRCP/CPB1/CPXM1/CTSZ/FOLH1/CTSA/ACE2/CPVL/NAALADL1/CPA6"
"GO:0052803","BP","GO:0052803","imidazole-containing compound metabolic process",12,-0.774649769519073,-1.50095232053569,0.0400763358778626,0.0400763358778626,0.43794988699175,3379,"tags=75%, list=4%, signal=72%","FTCD/UROC1/CARNMT1/SLC29A4/AMDHD1/HNMT/PRG3/HAL/HDC"
"GO:0048548","BP","GO:0048548","regulation of pinocytosis",12,-0.774680516076513,-1.50101189470527,0.0400763358778626,0.0400763358778626,0.43794988699175,10961,"tags=75%, list=14%, signal=65%","PROM2/AXL/CDC42/NR1H2/CLN3/NR1H3/STX1B/PPT1/CAV1"
"GO:0038178","BP","GO:0038178","complement component C5a signaling pathway",4,-0.946360250981993,-1.50102860268238,0.00404040404040404,0.00404040404040404,0.160061400112748,4211,"tags=100%, list=5%, signal=95%","C5AR1/C5AR2/C3AR1"
"GO:0141069","MF","GO:0141069","receptor ligand inhibitor activity",8,-0.828607857580566,-1.5010286995108,0.0290135396518375,0.0290135396518375,0.388112933847875,988,"tags=50%, list=1%, signal=49%","NOG/LGALS3/LTBP1/IGFBP2"
"GO:0034364","CC","GO:0034364","high-density lipoprotein particle",27,-0.667965209072985,-1.50145766668888,0.0255941499085923,0.0255941499085923,0.370850797310555,7811,"tags=41%, list=10%, signal=37%","HDLBP/CETP/APOC3/APOL1/PLTP/PLA2G7/APP/PON1/APOC1/APOA2/CLU"
"GO:0060534","BP","GO:0060534","trachea cartilage development",7,-0.852893622378985,-1.5015597045183,0.0174418604651163,0.0174418604651163,0.30046409628723,3161,"tags=43%, list=4%, signal=41%","SRF/RARA/RSPO2"
"GO:0072215","BP","GO:0072215","regulation of metanephros development",6,-0.876766197017361,-1.50173816001116,0.0139720558882236,0.0139720558882236,0.277987076774083,2981,"tags=50%, list=4%, signal=48%","RET/BASP1/PAX2"
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity",15,-0.741669473699951,-1.50225340583362,0.032319391634981,0.032319391634981,0.402669170060588,10654,"tags=53%, list=14%, signal=46%","SERPINB4/CRB2/SPOCK3/GAPDH/SERPINB8/SERPINB1/SERPINB13/CR1"
"GO:0035250","MF","GO:0035250","UDP-galactosyltransferase activity",29,-0.658477319865854,-1.50228310345741,0.0323741007194245,0.0323741007194245,0.402669170060588,6127,"tags=45%, list=8%, signal=41%","B3GALT4/QTGAL/B3GALT5/B3GNT6/PLOD3/UGT8/B4GALT2/B3GNT8/A3GALT2/B3GNT7/B4GALT5/COLGALT2/ABO"
"GO:0003253","BP","GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis",10,-0.799865733387423,-1.50250929163255,0.0308285163776493,0.0308285163776493,0.398718411149599,10350,"tags=50%, list=13%, signal=43%","CDC42/EDNRA/BMP4/TWIST1/SEMA3C"
"GO:0043435","BP","GO:0043435","response to corticotropin-releasing hormone",5,-0.909540977642715,-1.50261231868674,0.00398406374501992,0.00398406374501992,0.160061400112748,3414,"tags=40%, list=4%, signal=38%","NR4A2/CRHR2"
"GO:0071376","BP","GO:0071376","cellular response to corticotropin-releasing hormone stimulus",5,-0.909540977642715,-1.50261231868674,0.00398406374501992,0.00398406374501992,0.160061400112748,3414,"tags=40%, list=4%, signal=38%","NR4A2/CRHR2"
"GO:0019798","MF","GO:0019798","procollagen-proline dioxygenase activity",8,-0.829523755432961,-1.50268785462222,0.0290135396518375,0.0290135396518375,0.388112933847875,8945,"tags=75%, list=11%, signal=66%","P3H1/P4HTM/P3H2/P4HA2/P4HB/P3H3"
"GO:0061966","BP","GO:0061966","establishment of left/right asymmetry",8,-0.829558553812371,-1.50275089212025,0.0290135396518375,0.0290135396518375,0.388112933847875,9630,"tags=62%, list=12%, signal=55%","CIROP/DNAAF2/CFAP45/PIERCE1/CIROZ"
"GO:0031730","MF","GO:0031730","CCR5 chemokine receptor binding",8,-0.829764491082242,-1.50312394886784,0.0290135396518375,0.0290135396518375,0.388112933847875,6199,"tags=88%, list=8%, signal=81%","CCL3/JAK1/NES/STAT3/CNIH4/STAT1/CCL4"
"GO:0034340","BP","GO:0034340","response to type I interferon",99,-0.544285283130609,-1.50315076902328,0.00177304964539007,0.00177304964539007,0.146567851847429,15300,"tags=38%, list=20%, signal=31%","IRAK1/UBE2K/CDC37/GIGYF2/SP100/CUL4A/WNT5A/TYK2/MAVS/STAT2/UBR4/HDAC4/USP29/MUL1/IRF7/IFI27/ADAR/IFITM2/OAS1/SHMT2/MYD88/RBX1/RNF185/TRAF3/DCST1/STING1/PTPN6/IKBKE/TTLL12/SMPD1/STAT1/SAMHD1/IFNA21/AZI2/TANK/ISG15/OASL/ZBP1"
"GO:0003095","BP","GO:0003095","pressure natriuresis",3,-0.970731893946157,-1.50317995691553,0.0040650406504065,0.0040650406504065,0.160061400112748,2299,"tags=100%, list=3%, signal=97%","CYP4F12/CYP4F2"
"GO:0032930","BP","GO:0032930","positive regulation of superoxide anion generation",20,-0.704060937860443,-1.5034049097548,0.017208413001912,0.017208413001912,0.30046409628723,11434,"tags=65%, list=15%, signal=56%","MAPT/GSTP1/TGFB1/GNAI2/AGT/CYBA/PRKCD/F2RL1/CD177/APP/ITGAM/ITGB2/TYROBP"
"GO:0097576","BP","GO:0097576","vacuole fusion",13,-0.763970548387242,-1.50355427527357,0.0321969696969697,0.0321969696969697,0.402669170060588,10332,"tags=46%, list=13%, signal=40%","VPS16/CHMP5/CHMP2A/CHMP3/CHMP4C/HID1"
"GO:0005041","MF","GO:0005041","low-density lipoprotein particle receptor activity",15,-0.742421105687439,-1.50377583833648,0.032319391634981,0.032319391634981,0.402669170060588,4893,"tags=53%, list=6%, signal=50%","CXCL16/STAB2/LDLR/LRP1/CD36/OLR1/LRP12/STAB1"
"GO:0032962","BP","GO:0032962","positive regulation of inositol trisphosphate biosynthetic process",4,-0.948155881389886,-1.50387666461154,0.00404040404040404,0.00404040404040404,0.160061400112748,1397,"tags=50%, list=2%, signal=49%","P2RY1/P2RY6"
"GO:0032762","BP","GO:0032762","mast cell cytokine production",7,-0.854254707112791,-1.50395595879561,0.0174418604651163,0.0174418604651163,0.30046409628723,4527,"tags=71%, list=6%, signal=67%","SYK/BCL10/BCL6/FCER1G/KIT"
"GO:0032763","BP","GO:0032763","regulation of mast cell cytokine production",7,-0.854254707112791,-1.50395595879561,0.0174418604651163,0.0174418604651163,0.30046409628723,4527,"tags=71%, list=6%, signal=67%","SYK/BCL10/BCL6/FCER1G/KIT"
"GO:0004953","MF","GO:0004953","icosanoid receptor activity",15,-0.742637225347031,-1.5042135892568,0.032319391634981,0.032319391634981,0.402669170060588,832,"tags=40%, list=1%, signal=40%","PTGIR/HPGD/PPARG/PTGDR2/PTGER3/CYSLTR2"
"GO:0045835","BP","GO:0045835","negative regulation of meiotic nuclear division",11,-0.789173323331097,-1.50426052377448,0.0386100386100386,0.0386100386100386,0.431098548531835,11670,"tags=73%, list=15%, signal=62%","KNL1/HORMAD1/ZWINT/FBXO43/TRIP13/FBXO5/RPS6KA2/LIF"
"GO:1904715","BP","GO:1904715","negative regulation of chaperone-mediated autophagy",3,-0.971436851126465,-1.50427158428508,0.0040650406504065,0.0040650406504065,0.160061400112748,902,"tags=100%, list=1%, signal=99%","SNCA/CTSA"
"GO:2000412","BP","GO:2000412","positive regulation of thymocyte migration",3,-0.971581455096531,-1.50449550377392,0.0040650406504065,0.0040650406504065,0.160061400112748,1124,"tags=67%, list=1%, signal=66%","ADAM8/CCR2"
"GO:1990182","BP","GO:1990182","exosomal secretion",20,-0.704586009269758,-1.50452611232732,0.017208413001912,0.017208413001912,0.30046409628723,9194,"tags=40%, list=12%, signal=35%","ATP13A2/HGS/CHMP2A/SDCBP/SMPD3/RAB27A/PRKN/SDC4"
"GO:0036041","MF","GO:0036041","long-chain fatty acid binding",16,-0.736984985114354,-1.50461104514024,0.036468330134357,0.036468330134357,0.421942590311399,8955,"tags=62%, list=11%, signal=55%","FABP3/TMEM175/STX3/PRR7/SCP2/ALOX5AP/S100A9/S100A8/OXER1/PPARG"
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production",51,-0.601624733646433,-1.50469400496499,0.0177304964539007,0.0177304964539007,0.302129582357071,7457,"tags=35%, list=10%, signal=32%","MAVS/IRAK3/TGFB1/AXL/BCL10/NLRX1/MYD88/SEMA7A/BCL6/TLR3/LITAF/CD36/TWIST1/HLA-G/FCER1G/PRG2/EPX/KIT"
"GO:0097013","CC","GO:0097013","phagocytic vesicle lumen",5,-0.910812906291849,-1.50471361560866,0.00398406374501992,0.00398406374501992,0.160061400112748,2014,"tags=80%, list=3%, signal=78%","HGS/LTF/PGLYRP1/MPO"
"GO:0032695","BP","GO:0032695","negative regulation of interleukin-12 production",18,-0.715457886392538,-1.50480210106881,0.032258064516129,0.032258064516129,0.402669170060588,5534,"tags=44%, list=7%, signal=41%","JAK3/TIGIT/ARRB2/CMKLR1/THBS1/TLR8/LILRA5/MEFV"
"GO:0097016","MF","GO:0097016","L27 domain binding",3,-0.971971550334515,-1.5050995669006,0.00203252032520325,0.00203252032520325,0.146567851847429,145,"tags=67%, list=0%, signal=67%","LIN7C/LIN7A"
"GO:0045670","BP","GO:0045670","regulation of osteoclast differentiation",75,-0.559550652256483,-1.50560690554523,0.00694444444444444,0.00694444444444444,0.216718131015334,5330,"tags=24%, list=7%, signal=22%","EEIG1/NEDD9/CSF1/TLR3/IL4/TMEM64/IL23R/MAFB/LTF/NOTCH2/CLDN18/FSTL3/TYROBP/TNFAIP6/CEBPB/FBN1/TNFSF11/MITF"
"GO:0003164","BP","GO:0003164","His-Purkinje system development",7,-0.855232436536891,-1.50567729785435,0.0155038759689922,0.0155038759689922,0.286156282178314,8554,"tags=71%, list=11%, signal=64%","TBX3/ID2/HOPX/IRX3/DSG2"
"GO:0070971","CC","GO:0070971","endoplasmic reticulum exit site",33,-0.65141497877689,-1.50631583520982,0.0291970802919708,0.0291970802919708,0.38939354508239,15110,"tags=52%, list=19%, signal=42%","PDCD6IP/TMED5/SEC24A/SEC23A/TFG/SEC31A/MIA3/PREB/SEC23B/MPPE1/SEC16A/YIPF5/SURF4/SEC24D/LRRK2/SEC16B/CRYZL2P-SEC16B"
"GO:0006766","BP","GO:0006766","vitamin metabolic process",40,-0.631442894015019,-1.50687614289359,0.0254545454545455,0.0254545454545455,0.369776522489574,8619,"tags=40%, list=11%, signal=36%","CYP26B1/RFK/TPK1/GFI1/MTHFS/CYP27B1/PDXK/AKR1C3/PLTP/CYP4F8/CYP27A1/CYP4F12/SLC19A2/CYP4F3/CYP4F11/CYP4F2"
"GO:2000418","BP","GO:2000418","positive regulation of eosinophil migration",3,-0.973129455574968,-1.50689258509678,0.00203252032520325,0.00203252032520325,0.146567851847429,2111,"tags=100%, list=3%, signal=97%","ADAM8/CCL24"
"GO:0031685","MF","GO:0031685","adenosine receptor binding",7,-0.856072739397221,-1.50715669092466,0.0155038759689922,0.0155038759689922,0.286156282178314,8855,"tags=57%, list=11%, signal=51%","ADA2/NECAB2/P2RY1/P2RY2"
"GO:0050869","BP","GO:0050869","negative regulation of B cell activation",34,-0.644532659546361,-1.507463640014,0.0285204991087344,0.0285204991087344,0.387719846662608,10477,"tags=65%, list=13%, signal=56%","IL10/LYN/PKN1/PARP3/HMGB3/SFRP1/TNFRSF13B/CASP3/ID2/CTLA4/BCL6/CD300A/INHA/FOXJ1/PAWR/SAMSN1/NDFIP1/CR1/FCGR2B/TYROBP/INHBA/MNDA"
"GO:0042773","BP","GO:0042773","ATP synthesis coupled electron transport",100,-0.544736689767849,-1.50765773634372,0.00177304964539007,0.00177304964539007,0.146567851847429,16663,"tags=52%, list=21%, signal=41%","ISCU/UQCRB/PARK7/NDUFV3/UQCC3/NDUFS8/MT-ND1/CYC1/COQ9/MT-CO3/UQCRC1/MT-ND2/NDUFS1/NDUFS7/NDUFAF1/NDUFB3/MT-ND4/NDUFA8/MT-ND4L/NDUFA6/COX5A/UQCRQ/DGUOK/MT-CO1/COX7A2P2/NDUFB10/DLD/CCNB1/UQCRFS1/PINK1/NDUFA12/NDUFAB1/NDUFB7/COX6C/CDK1/COX7A2L/NDUFB2/NDUFB6/UQCRH/COX7C/COX4I1/NDUFC1/NDUFA3/MT-ND5/SDHC/COX6B1/BID/MT-ND6/COX5B/NDUFS2/NDUFB9/NDUFC2"
"GO:0042775","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport",100,-0.544736689767849,-1.50765773634372,0.00177304964539007,0.00177304964539007,0.146567851847429,16663,"tags=52%, list=21%, signal=41%","ISCU/UQCRB/PARK7/NDUFV3/UQCC3/NDUFS8/MT-ND1/CYC1/COQ9/MT-CO3/UQCRC1/MT-ND2/NDUFS1/NDUFS7/NDUFAF1/NDUFB3/MT-ND4/NDUFA8/MT-ND4L/NDUFA6/COX5A/UQCRQ/DGUOK/MT-CO1/COX7A2P2/NDUFB10/DLD/CCNB1/UQCRFS1/PINK1/NDUFA12/NDUFAB1/NDUFB7/COX6C/CDK1/COX7A2L/NDUFB2/NDUFB6/UQCRH/COX7C/COX4I1/NDUFC1/NDUFA3/MT-ND5/SDHC/COX6B1/BID/MT-ND6/COX5B/NDUFS2/NDUFB9/NDUFC2"
"GO:0110021","BP","GO:0110021","cardiac muscle myoblast proliferation",6,-0.880510456507944,-1.50815138325941,0.0119760479041916,0.0119760479041916,0.258331848888036,3316,"tags=50%, list=4%, signal=48%","MIR10A/GATA6/MEIS2"
"GO:0110022","BP","GO:0110022","regulation of cardiac muscle myoblast proliferation",6,-0.880510456507944,-1.50815138325941,0.0119760479041916,0.0119760479041916,0.258331848888036,3316,"tags=50%, list=4%, signal=48%","MIR10A/GATA6/MEIS2"
"GO:0035963","BP","GO:0035963","cellular response to interleukin-13",5,-0.913353053039628,-1.50891007941657,0.00398406374501992,0.00398406374501992,0.160061400112748,279,"tags=80%, list=0%, signal=80%","IL13/CD300LF/SHPK/ALOX15"
"GO:0035866","CC","GO:0035866","alphav-beta3 integrin-PKCalpha complex",3,-0.974537650752213,-1.50907317767755,0.00203252032520325,0.00203252032520325,0.146567851847429,889,"tags=67%, list=1%, signal=66%","PRKCA/ITGAV"
"GO:1904643","BP","GO:1904643","response to curcumin",3,-0.974545037174958,-1.5090846155655,0.00203252032520325,0.00203252032520325,0.146567851847429,2000,"tags=100%, list=3%, signal=97%","PRKN/ITGAM"
"GO:0007220","BP","GO:0007220","Notch receptor processing",9,-0.820333366664809,-1.50913599133228,0.0288461538461538,0.0288461538461538,0.388112933847875,12089,"tags=78%, list=15%, signal=66%","PSEN1/ADAM17/APH1A/DNER/APH1B/NCSTN/GALNT11"
"GO:0009922","MF","GO:0009922","fatty acid elongase activity",7,-0.857567371092604,-1.50978806096659,0.0155038759689922,0.0155038759689922,0.286156282178314,11176,"tags=100%, list=14%, signal=86%","ELOVL6/ELOVL5/ELOVL4/ELOVL7/ELOVL1/ELOVL3"
"GO:0019368","BP","GO:0019368","fatty acid elongation, unsaturated fatty acid",7,-0.857567371092604,-1.50978806096659,0.0155038759689922,0.0155038759689922,0.286156282178314,11176,"tags=100%, list=14%, signal=86%","ELOVL6/ELOVL5/ELOVL4/ELOVL7/ELOVL1/ELOVL3"
"GO:0034625","BP","GO:0034625","fatty acid elongation, monounsaturated fatty acid",7,-0.857567371092604,-1.50978806096659,0.0155038759689922,0.0155038759689922,0.286156282178314,11176,"tags=100%, list=14%, signal=86%","ELOVL6/ELOVL5/ELOVL4/ELOVL7/ELOVL1/ELOVL3"
"GO:0034626","BP","GO:0034626","fatty acid elongation, polyunsaturated fatty acid",7,-0.857567371092604,-1.50978806096659,0.0155038759689922,0.0155038759689922,0.286156282178314,11176,"tags=100%, list=14%, signal=86%","ELOVL6/ELOVL5/ELOVL4/ELOVL7/ELOVL1/ELOVL3"
"GO:0060100","BP","GO:0060100","positive regulation of phagocytosis, engulfment",13,-0.7671851187402,-1.50988080318431,0.0303030303030303,0.0303030303030303,0.396469693604937,7656,"tags=54%, list=10%, signal=49%","ABCA7/ITGA2/C3/F2RL1/CD36/RAB31/GATA2"
"GO:1905155","BP","GO:1905155","positive regulation of membrane invagination",13,-0.7671851187402,-1.50988080318431,0.0303030303030303,0.0303030303030303,0.396469693604937,7656,"tags=54%, list=10%, signal=49%","ABCA7/ITGA2/C3/F2RL1/CD36/RAB31/GATA2"
"GO:0032373","BP","GO:0032373","positive regulation of sterol transport",36,-0.638072275817325,-1.5099526984805,0.0266429840142096,0.0266429840142096,0.373307987802463,8872,"tags=44%, list=11%, signal=39%","NR1H2/SCP2/CETP/ABCA7/NR1H3/ABCA3/PLTP/EEPD1/RXRA/ABCA13/LRP1/PON1/CES1/ABCA5/PPARG/CAV1"
"GO:0032376","BP","GO:0032376","positive regulation of cholesterol transport",36,-0.638072275817325,-1.5099526984805,0.0266429840142096,0.0266429840142096,0.373307987802463,8872,"tags=44%, list=11%, signal=39%","NR1H2/SCP2/CETP/ABCA7/NR1H3/ABCA3/PLTP/EEPD1/RXRA/ABCA13/LRP1/PON1/CES1/ABCA5/PPARG/CAV1"
"GO:0005587","CC","GO:0005587","collagen type IV trimer",6,-0.881564149506706,-1.50995616427237,0.0119760479041916,0.0119760479041916,0.258331848888036,7866,"tags=83%, list=10%, signal=75%","COL4A4/COL4A2/COL4A3/COL4A1/COL4A5"
"GO:0032418","BP","GO:0032418","lysosome localization",85,-0.562278589483468,-1.5100120015765,0.0017825311942959,0.0017825311942959,0.146567851847429,7161,"tags=27%, list=9%, signal=25%","VAMP8/BORCS5/ARL8B/HPS6/RAC2/FES/UNC13D/CHGA/STXBP2/CD300A/IGHE/CLNK/IL4R/STXBP1/ADORA2B/DEF8/SLC18A2/FGR/RAB44/FCER1G/KIT/GATA2/FCER1A"
"GO:0002704","BP","GO:0002704","negative regulation of leukocyte mediated immunity",80,-0.565651053172463,-1.51049018696591,0.00543478260869565,0.00543478260869565,0.192440232959983,10784,"tags=41%, list=14%, signal=36%","TGFB1/SERPINB4/PARP3/CRK/ARG1/HAVCR2/CD46/SPI1/IL20RB/NECTIN2/CR1L/KLRC1/SUSD4/JAK3/PTPN6/BST2/PTPRC/TIGIT/ARRB2/BCL6/CD300A/KLRD1/C4BPA/FOXJ1/KIR2DL4/CX3CR1/NDFIP1/NECTIN4/CR1/HLA-G/FCGR2B/CCR2/CLEC12B"
"GO:0043426","MF","GO:0043426","MRF binding",5,-0.914378043653881,-1.51060342096068,0.00398406374501992,0.00398406374501992,0.160061400112748,3046,"tags=60%, list=4%, signal=58%","BHLHE40/KLF5/BHLHE41"
"GO:0016712","MF","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",46,-0.612097809771692,-1.51065557133441,0.0140105078809107,0.0140105078809107,0.277987076774083,2903,"tags=30%, list=4%, signal=29%","CYP2B6/CYP1B1/CYP4F8/CYP4A11/CYP2J2/HMOX1/CYP4Z1/CYP4F12/CYP7A1/CYP4F3/CYP4F11/CYP7B1/CYP2S1/CYP4F2"
